0.186724, 0.202739, 0.024200, 0.011586, -1.475620, 
0.218160, 0.160446, 0.023760, 0.010256, -2.005085, 
0.213588, 0.168808, 0.023871, 0.010513, -1.927798, 
0.169389, 0.176910, 0.022538, 0.013127, -1.188106, 
0.192974, 0.141276, 0.023719, 0.012295, -1.380620, 
0.192974, 0.141276, 0.023719, 0.012295, -1.380620, 
0.192974, 0.141276, 0.023719, 0.012295, -1.380620, 
0.172514, 0.378213, 0.024077, 0.012339, -2.188810, 
0.562414, -1.635415, 0.026284, 0.004068, -20.570511,  
-2.302391, 114.483292, 0.005077, -4.005919, -93.499603, 
-119.704063, 35963.519531, -1.256746, -0.058085, 44.735153, 
-25.685160, 1735.069336, -0.525998, 0.084685, 6.858904, 
-3.834939, 251.138199, -0.155773, -0.067814, 3.068921, 
-23.614943, 2581.130127, -0.620757, -0.246753, 10.938322, 
-37.072456, 3893.489502, -0.614699, -0.019316, 17.307377, 
-0.968344, 45.481369, -0.004215, 0.036496, -557.998840, 
-1.192068, 117.834198, 0.048245, -0.016752, -2054.401611, 
1.094839, -79.089333, 0.030493, -0.029249, 1711.928955, 
-4.851957, 277.694183, -0.094981, -0.025887, 4094.304199, 
-2.394457, -4.402564, -0.235333, 0.041537, 90.886719, 
-16.449675, 260.546875, -0.519845, 0.009232, 2.302037, 
-7.590421, -2045.282349, -0.398965, -0.076399, -4.909104, 
0.371734, -0.704732, 0.019886, 0.017426, -1.304565, 
-41.278282, -22882.691406, -1.232715, -0.201691, -53.928131, 
-19.602186, -496.943176, -0.687529, -0.037675, -1.710981, 
-14.219405, 8.335554, -0.541209, -0.075831, 0.508523, 
-11.028861, -141.489746, -0.431105, -0.054793, -0.169982, 
-14.838963, -700.741943, -0.545085, -0.040264, -2.313915, 
-13.741680, -272.670502, -0.501726, -0.049282, -0.612164, 
-14.223798, 70.947746, -0.553297, -0.070969, 1.029479, 
-13.089790, -47.621391, -0.540317, -0.038900, -0.009693, 
-10.484530, -110.489288, -0.421437, -0.028176, -0.117206, 
